region,country,topic,name,url,language,source_type,perspective,channel,platform,is_dataset,accuracy,uniqueness,timeliness,transparency,verifiability,accessibility,depth,composite,notes,
Africa,Namibia,Social media,The Namibian X,https://x.com/TheNamibian,EN,Newsroom account,Independent,Social media,X,no,5,3,5,5,3,5,3,4.1,"Rapid reporting, investigations, public records, politics, courts, mining, and public-affairs alerts; cite full articles.",
Africa,S„o TomÈ and PrÌncipe,General,TÈla NÛn,https://www.telanon.info,PT,Independent digital news,Independent,Website,,no,4,4,4,4,3,4,3,3.7,"Leading domestic Portuguese-language source on politics, elections, economy, oil prospects, society, public policy, and local affairs.",
Africa,S„o TomÈ and PrÌncipe,General,STP-Press,https://stp-press.st,PT,State news agency,State media,Website,,no,3,3,4,3,3,4,2,3.1,"State news agency useful for government announcements, official policy, diplomacy, public notices, and formal state narrative.",
Africa,S„o TomÈ and PrÌncipe,General,Vis„o STP,https://visaostp.com,PT,Digital news outlet,Independent,Website,,no,3,3,4,3,2,4,3,3.1,"Rapid local news, politics, society, sports, and public-event coverage; corroborate major claims.",
Africa,S„o TomÈ and PrÌncipe,General,STP Fact Check,https://stpfactcheck.org,PT,Fact-checking project,Independent,Website,,no,4,4,3,4,4,4,3,3.7,Portuguese-language verification initiative for public claims and online misinformation; assess continuity.,
Africa,S„o TomÈ and PrÌncipe,Security,AssociaÁ„o de Defesa dos Direitos Humanos STP,https://addhstp.org,PT,Rights organization,Independent,Website,,no,4,4,2,5,4,4,4,3.9,"Independent monitoring of rights, detention, civil liberties, equality, governance, and public accountability; publication is periodic.",
Africa,S„o TomÈ and PrÌncipe,Security,Coast Guard S„o TomÈ and PrÌncipe,https://www.governo.st,PT,Maritime-security force,State official,Website,,no,3,4,4,4,3,3,2,3.3,"Primary maritime, fisheries, border, anti-trafficking, search and rescue, and Gulf of Guinea security information.",
Africa,S„o TomÈ and PrÌncipe,Economic,Central Bank of S„o TomÈ and PrÌncipe BCSTP,https://www.bcstp.st,PT,Central bank,State official,Website,,yes,4,4,3,4,5,3,2,3.6,"Primary monetary, banking, exchange, reserves, inflation, financial-sector, and macroeconomic information.",
Africa,S„o TomÈ and PrÌncipe,Economic,National Statistics Institute INE STP,https://www.ine.st,PT,National statistics agency,State official,Website,,yes,3,5,2,4,4,3,2,3.3,"Official population, census, prices, household, trade, tourism, demographic, production, and social statistics; capacity is limited.",
Africa,S„o TomÈ and PrÌncipe,Economic,Ministry of Finance S„o TomÈ and PrÌncipe,https://www.financas.st,PT,Finance ministry,State official,Website,,yes,3,4,3,4,4,3,2,3.3,"Primary fiscal, budget, debt, revenue, public-finance, and economic-program information.",
Africa,S„o TomÈ and PrÌncipe,Economic,STP EITI,https://eiti.org/countries/sao-tome-and-principe,PT,Extractives transparency initiative,Multi-stakeholder,Website,,yes,5,5,2,5,5,5,4,4.4,"Oil-sector, licensing, contract, revenue, beneficial-ownership, and governance transparency material; sector remains prospective and reports are periodic.",
Africa,S„o TomÈ and PrÌncipe,Political,DireÁ„o Geral do OrÁamento e ContrataÁ„o P˙blica,https://www.governo.st,PT,Procurement authority,State official,Website,,yes,3,4,3,4,4,3,1,3.1,"Primary public purchasing, tender, contract, budget, and procurement-policy information where available.",
Africa,S„o TomÈ and PrÌncipe,Political,Assembleia Nacional STP,https://www.parlamento.st,PT,National legislature,State official,Website,,yes,3,4,3,4,4,3,1,3.1,"Official laws, bills, debates, committees, members, and parliamentary activity.",
Africa,S„o TomÈ and PrÌncipe,Political,Comiss„o Eleitoral Nacional CEN,https://cen.st,PT,Electoral authority,State official,Website,,yes,4,5,5,4,5,3,1,3.9,"Primary voter, candidates, parties, results, electoral calendar, and administration data.",
Africa,S„o TomÈ and PrÌncipe,Political,Di·rio da Rep˙blica STP,https://www.imprensanacional.st,PT,Official gazette,State official,Website,,yes,5,5,3,5,5,2,1,3.7,"Formal legal text for laws, decrees, regulations, appointments, and official state acts.",
Africa,S„o TomÈ and PrÌncipe,Political,Transparency S„o TomÈ and PrÌncipe,https://transparency.st,PT,Anti-corruption watchdog,Independent,Website,,no,4,4,2,5,4,4,4,3.9,"Civil-society integrity, oil governance, public finance, procurement, and accountability monitoring; continuity may vary.",
Africa,S„o TomÈ and PrÌncipe,Societal,Afrobarometer S„o TomÈ and PrÌncipe,https://www.afrobarometer.org,PT,Public-opinion dataset,Independent,Website,,yes,5,4,2,5,5,4,4,4.1,"Comparable public attitudes on democracy, trust, services, governance, corruption, and social conditions.",
Africa,S„o TomÈ and PrÌncipe,Social media,TÈla NÛn Facebook,https://www.facebook.com/telanon.stp,PT,Newsroom account,Independent,Social media,Facebook,no,4,3,4,4,2,4,2,3.3,"Rapid local political, social, economic, and election reporting; cite full articles.",
Africa,Seychelles,General,Seychelles News Agency,https://www.seychellesnewsagency.com,ENFR,State news agency,State media,Website,,no,3,3,4,3,3,5,2,3.3,"State news agency useful for formal announcements, diplomacy, policy, maritime, tourism, and government narrative.",
Africa,Seychelles,General,Seychelles Nation,https://www.nation.sc,ENFR,State newspaper,State media,Website,,no,3,3,4,3,3,4,2,3.1,"State-owned daily useful for official policies, public notices, government and ruling-establishment messaging.",
Africa,Seychelles,General,Today in Seychelles,https://todayinseychelles.com,EN,Independent digital news,Independent,Website,,no,4,4,4,4,3,5,3,3.9,"Independent digital outlet covering local politics, courts, environment, tourism, society, business, public services, and governance.",
Africa,Seychelles,General,Seychelles Fact Check,https://seychellesfactcheck.org,ENFR,Fact-checking project,Independent,Website,,no,4,4,3,4,4,4,3,3.7,"Verification project for public claims, political misinformation, health information, and online rumors; assess active status.",
Africa,Seychelles,Security,TRNUC Truth Reconciliation National Unity Commission Archive,https://trnuc.sc,ENFR,Truth and reconciliation archive,State-affiliated,Website,,yes,5,5,1,5,5,4,5,4.3,"Primary archival record for historical abuses, testimonies, reparations, political violence, and reconciliation; archival, not current.",
Africa,Seychelles,Security,Seychelles Coast Guard,https://scg.sc,ENFR,Maritime-security force,State official,Website,,no,3,4,5,4,3,4,2,3.6,"Primary maritime security, fisheries protection, counter-piracy, search and rescue, border, and Indian Ocean operational information.",
Africa,Seychelles,Security,Seychelles Human Rights Commission,https://www.shrc.sc,ENFR,National human-rights institution,State-affiliated,Website,,yes,4,4,3,5,5,4,4,4.1,"Statutory human-rights monitoring, complaints, equality, detention, public institutions, and civic-space information.",
Africa,Seychelles,Economic,Central Bank of Seychelles CBS,https://www.cbs.sc,EN,Central bank,State official,Website,,yes,5,5,4,5,5,5,4,4.7,"High-quality monetary, banking, exchange, reserves, payments, inflation, financial-sector, and macroeconomic information.",
Africa,Seychelles,Economic,National Bureau of Statistics Seychelles NBS,https://www.nbs.gov.sc,ENFR,National statistics agency,State official,Website,,yes,5,5,4,5,5,5,2,4.4,"Official census, population, tourism, prices, trade, labor, production, household, and social data.",
Africa,Seychelles,Economic,Ministry of Finance National Planning and Trade,https://www.finance.gov.sc,EN,Finance ministry,State official,Website,,yes,4,5,4,5,5,4,2,4.1,"Primary fiscal policy, budget, debt, revenue, public finance, planning, trade, and macroeconomic data.",
Africa,Seychelles,Economic,Seychelles Fishing Authority SFA,https://www.sfa.sc,ENFR,Fisheries authority,State official,Website,,yes,4,5,4,5,5,4,3,4.3,"Primary fisheries production, licensing, tuna, marine resources, monitoring, policy, trade, and blue-economy data.",
Africa,Seychelles,Political,Procurement Oversight Unit Seychelles,https://www.pou.sc,EN,Procurement authority,State official,Website,,yes,4,5,4,5,5,4,2,4.3,"Primary procurement policy, tender procedures, awards, public purchasing, contracts, compliance, and oversight information.",
Africa,Seychelles,Political,National Assembly Seychelles,https://www.nationalassembly.sc,ENFR,National legislature,State official,Website,,yes,4,5,4,4,5,4,1,3.9,"Official bills, debates, laws, votes, committees, members, and parliamentary activity.",
Africa,Seychelles,Political,Electoral Commission Seychelles,https://www.ecs.sc,ENFR,Electoral authority,State official,Website,,yes,4,5,5,4,5,4,1,4,"Primary voter registration, candidates, parties, elections, results, boundaries, and administration information.",
Africa,Seychelles,Political,Seychelles Official Gazette,https://www.gazette.sc,ENFR,Official gazette,State official,Website,,yes,5,5,4,5,5,3,1,4,"Formal legal notices, laws, regulations, appointments, company notices, land records, and government acts.",
Africa,Seychelles,Political,Anti-Corruption Commission Seychelles ACCS,https://www.accs.sc,ENFR,Anti-corruption authority,State official,Website,,yes,4,5,3,4,5,4,3,4,"Primary corruption prevention, integrity, investigations, public awareness, complaints, and asset-related information.",
Africa,Seychelles,Societal,Afrobarometer Seychelles,https://www.afrobarometer.org,ENFR,Public-opinion dataset,Independent,Website,,yes,5,4,2,5,5,4,4,4.1,"Comparable public opinion data on institutions, services, trust, governance, corruption, democracy, and social attitudes.",
Africa,Seychelles,Social media,Today in Seychelles Facebook,https://www.facebook.com/TodayinSeychelles,EN,Newsroom account,Independent,Social media,Facebook,no,4,3,4,4,2,5,2,3.4,"Rapid local political, judiciary, environmental, public-service, and social reporting alerts; cite articles.",
Africa,South Africa,General,amaBhungane Centre for Investigative Journalism,https://amabhungane.org,EN,Investigative nonprofit,Independent,Website,,no,5,5,4,5,5,5,5,4.9,"Leading investigative nonprofit exposing corruption, state capture, public procurement, illicit finance, corporate accountability, security, and political networks.",
Africa,South Africa,General,Daily Maverick,https://www.dailymaverick.co.za,EN,Independent digital news,Independent,Website,,no,5,5,5,5,5,5,5,5,"High-value investigative, explanatory, and current reporting on governance, courts, corruption, business, security, science, climate, public policy, and society.",
Africa,South Africa,General,News24,https://www.news24.com,EN,Independent digital news,Independent,Website,,no,4,4,5,4,3,5,3,4,"High-reach national outlet providing rapid coverage of politics, economy, crime, courts, business, public affairs, and breaking developments.",
Africa,South Africa,General,Mail & Guardian,https://mg.co.za,EN,Investigative weekly,Independent,Website,,no,5,4,4,5,4,3,5,4.3,"Long-running independent weekly with strong investigations, analysis, politics, business, environment, social justice, and public-interest reporting.",
Africa,South Africa,General,GroundUp,https://groundup.org.za,EN,Independent public-interest news,Independent,Website,,no,5,5,4,5,5,5,5,4.9,"High-quality public-interest journalism specializing in housing, courts, social services, health, migrants, local government, inequality, and rights.",
Africa,South Africa,General,Africa Check,https://africacheck.org,EN,Fact-checking nonprofit,Independent,Website,,no,5,5,4,5,5,5,4,4.7,"Independent fact-checking organization headquartered in Johannesburg; checks public claims, media assertions, and misinformation using disclosed evidence and methods. [118][124]",
Africa,South Africa,General,Real411,https://real411.org,EN,Digital-disinformation reporting platform,Independent,Website,,yes,5,4,5,5,5,5,4,4.7,"Multi-stakeholder platform for reporting, tracking, analysis, and response to online disinformation, incitement, harassment, and manipulated content.",
Africa,South Africa,Security,Institute for Security Studies ISS Africa,https://issafrica.org,EN,Security research institute,Independent,Website,,yes,5,5,4,5,5,5,5,4.9,"Leading African policy institute with original research and datasets on crime, policing, terrorism, conflict, governance, corruption, justice, elections, maritime security, and defense.",
Africa,South Africa,Security,Independent Police Investigative Directorate IPID,https://www.ipid.gov.za,EN,Police-oversight authority,State official,Website,,yes,4,5,4,5,5,4,4,4.4,"Primary statutory oversight of police misconduct, deaths in custody, shootings, corruption, investigations, and disciplinary accountability.",
Africa,South Africa,Security,South African Police Service SAPS Crime Statistics,https://www.saps.gov.za/services/crimestats.php,EN,Police crime dataset,State official,Website,,yes,4,5,4,4,5,5,2,4.1,Primary reported-crime statistics and records; underreporting and classification changes should be considered.,
Africa,South Africa,Security,DefenceWeb,https://www.defenceweb.co.za,EN,Defense news and analysis,Independent,Website,,no,5,5,4,5,4,4,5,4.6,"Specialist reporting on SANDF, procurement, arms industry, defense policy, naval affairs, regional security, and military affairs.",
Africa,South Africa,Security,Department of Defence South Africa,https://www.gov.za/about-government/contact-directory/department-defence,EN,Official defense ministry,State official,Website,,no,3,4,4,4,3,4,2,3.4,"Primary SANDF, procurement, defense policy, military deployment, annual-report, and official operation source.",
Africa,South Africa,Economic,South African Reserve Bank SARB,https://www.resbank.co.za,EN,Central bank,State official,Website,,yes,5,5,5,5,5,5,4,4.9,"High-quality monetary, banking, financial-stability, exchange, inflation, payments, reserves, macroeconomic, and research data.",
Africa,South Africa,Economic,Statistics South Africa Stats SA,https://www.statssa.gov.za,EN,National statistics agency,State official,Website,,yes,5,5,5,5,5,5,2,4.6,"Authoritative census, labor, price, household, trade, production, poverty, demographic, social, and national-account data.",
Africa,South Africa,Economic,National Treasury South Africa,https://www.treasury.gov.za,EN,Finance ministry,State official,Website,,yes,5,5,4,5,5,5,3,4.6,"Primary national budget, debt, revenue, fiscal policy, public finance, municipal finance, procurement, and economic-program data.",
Africa,South Africa,Economic,Open Treasury ZA,https://openup.org.za,EN,Public-finance civic-tech dataset,Independent,Website,,yes,5,5,4,5,5,5,4,4.7,"Open data and civic-technology resource for budget, procurement, municipal finance, public participation, service delivery, and government accountability.",
Africa,South Africa,Economic,Department of Mineral Resources and Energy DMRE,https://www.dmre.gov.za,EN,Mining and energy ministry,State official,Website,,yes,4,5,4,5,5,4,2,4.1,"Primary mining, mineral, energy, fuel, electricity, licensing, resources, policy, and technical information.",
Africa,South Africa,Political,eTenders South Africa,https://www.etenders.gov.za,EN,National procurement database,State official,Website,,yes,5,5,5,5,5,5,1,4.4,"Primary tender, award, supplier, procurement-plan, contract, public-purchasing, and national procurement information.",
Africa,South Africa,Political,Parliament of South Africa,https://www.parliament.gov.za,EN,National legislature,State official,Website,,yes,5,5,4,5,5,4,1,4.1,"Official bills, committee records, Hansard, votes, members, hearings, legislation, and parliamentary activity.",
Africa,South Africa,Political,Independent Electoral Commission IEC,https://www.elections.org.za,EN,Electoral authority,State official,Website,,yes,5,5,5,5,5,5,2,4.6,"Primary election results, voter registration, party finance, candidates, boundaries, election data, and electoral administration.",
Africa,South Africa,Political,Government Gazette South Africa,https://www.gov.za/documents/gazettes,EN,Official gazette,State official,Website,,yes,5,5,5,5,5,4,1,4.3,"Authoritative laws, regulations, appointments, procurement notices, official publications, and formal state actions.",
Africa,South Africa,Political,Auditor-General South Africa AGSA,https://www.agsa.co.za,EN,National audit institution,State official,Website,,yes,5,5,4,5,5,5,4,4.7,"Highly usable audit, municipal-finance, state-entity, procurement, irregular-expenditure, accountability, and public-finance oversight data.",
Africa,South Africa,Political,Corruption Watch,https://www.corruptionwatch.org.za,EN,Anti-corruption watchdog,Independent,Website,,yes,5,5,4,5,5,5,5,4.9,"Independent monitoring, investigations, crowdsourced reports, data, public integrity, procurement, political accountability, and corruption cases.",
Africa,South Africa,Societal,African National Congress? Not included,https://www.anc1912.org.za,EN,Political party,State-aligned,Website,,no,2,2,5,3,2,5,2,3,Exclude from normal analytical use unless explicitly tracking governing-party messaging; retained only if party narrative is a defined collection requirement.,
Africa,South Africa,Societal,Afrobarometer South Africa,https://www.afrobarometer.org,EN,Public-opinion dataset,Independent,Website,,yes,5,4,2,5,5,4,4,4.1,"Comparable public-opinion data on governance, services, corruption, institutions, security, democracy, and social attitudes.",
Africa,South Africa,Societal,Human Sciences Research Council HSRC,https://hsrc.ac.za,EN,Public social-science research institution,State-affiliated,Website,,yes,5,5,3,5,5,5,5,4.7,"High-quality research and surveys on democracy, social attitudes, health, inequality, elections, governance, development, and public policy.",
Africa,South Africa,Social media,amaBhungane X,https://x.com/amaBhungane,EN,Investigative-newsroom account,Independent,Social media,X,no,5,3,5,5,3,5,3,4.1,"Rapid release of investigations, document trails, public-interest litigation, corruption reporting, and source materials; cite full investigations.",
Africa,Zambia,General,News Diggers,https://diggers.news,EN,Independent digital news,Independent,Website,,no,5,5,5,5,4,5,4,4.7,"Leading independent newsroom covering politics, mining, corruption, debt, public policy, elections, business, governance, and society.",
Africa,Zambia,General,Mast Newspaper,https://mastonline.co.zm,EN,Independent newspaper,Independent,Website,,no,4,4,4,4,3,4,4,3.9,"Independent political, social, judicial, public-affairs, economy, and governance reporting.",
Africa,Zambia,General,Zambia Monitor,https://www.zambiamonitor.com,EN,Independent digital news,Independent,Website,,no,4,4,5,4,3,5,3,4,"High-tempo reporting on government, mining, business, public policy, security, politics, and local events.",
Africa,Zambia,General,Fact Check Zambia,https://factcheckzambia.org,EN,Fact-checking organization,Independent,Website,,no,5,4,4,5,5,5,3,4.4,"Independent public-claim verification covering politics, elections, health, economic claims, and viral online content.",
Africa,Zambia,Security,Chapter One Foundation,https://chapteronefoundation.org,EN,Rights and rule-of-law organization,Independent,Website,,no,5,4,3,5,5,4,5,4.4,"Independent constitutional, civic-space, digital-rights, media-freedom, justice, governance, and accountability monitoring.",
Africa,Zambia,Security,Zambia Institute for Policy Analysis and Research ZIPAR,https://www.zipar.org.zm,EN,Policy research institute,Independent,Website,,yes,5,4,3,5,5,4,5,4.4,"Independent research on fiscal policy, trade, mining, development, public finance, governance, poverty, and economic policy.",
Africa,Zambia,Security,Zambia Police Service,https://www.zambiapolice.gov.zm,EN,National police,State official,Website,,no,3,4,5,4,2,4,1,3.3,"Primary crime, arrest, security, public-order, policing, and operational statements; corroborate significant allegations.",
Africa,Zambia,Security,Zambia National Service / Defence Force,https://www.mod.gov.zm,EN,Official defense ministry,State official,Website,,no,3,4,4,4,3,4,2,3.4,"Primary military, border, disaster, defense-policy, regional deployment, and official force communication.",
Africa,Zambia,Economic,Bank of Zambia BOZ,https://www.boz.zm,EN,Central bank,State official,Website,,yes,5,5,4,5,5,5,4,4.7,"Primary monetary, banking, exchange, reserves, inflation, payments, financial-sector, and macroeconomic data.",
Africa,Zambia,Economic,Zambia Statistics Agency ZamStats,https://www.zamstats.gov.zm,EN,National statistics agency,State official,Website,,yes,5,5,4,5,5,5,2,4.4,"Official census, population, labor, prices, trade, household, production, poverty, social, and national-account data.",
Africa,Zambia,Economic,Ministry of Finance and National Planning,https://www.mofnp.gov.zm,EN,Finance ministry,State official,Website,,yes,4,5,4,5,5,4,2,4.1,"Primary national budget, debt, revenue, fiscal policy, public finance, macroeconomic planning, and development-program information.",
Africa,Zambia,Economic,Zambia EITI,https://eiti.org/countries/zambia,EN,Extractives transparency initiative,Multi-stakeholder,Website,,yes,5,5,3,5,5,5,4,4.6,"Essential copper, cobalt, mining, payments, revenue, licenses, contracts, beneficial ownership, and extractive-governance information.",
Africa,Zambia,Economic,Mining Cadastre Department,https://www.mmmd.gov.zm,EN,Mining title and regulator,State official,Website,,yes,4,5,4,4,5,3,1,3.7,"Primary mining licensing, cadastre, title, exploration, production, regulation, and sector data.",
Africa,Zambia,Political,Zambia Public Procurement Authority ZPPA,https://www.zppa.org.zm,EN,Procurement authority,State official,Website,,yes,5,5,4,5,5,4,2,4.3,"Primary procurement rules, tender notices, awards, suppliers, contract information, complaints, and public-purchasing oversight.",
Africa,Zambia,Political,National Assembly of Zambia,https://www.parliament.gov.zm,EN,National legislature,State official,Website,,yes,4,5,4,4,5,4,1,3.9,"Official bills, Hansard, committees, laws, debates, votes, members, and parliamentary activity.",
Africa,Zambia,Political,Electoral Commission of Zambia ECZ,https://www.ecz.gov.zm,EN,Electoral authority,State official,Website,,yes,4,5,5,4,5,4,1,4,"Primary voter registration, candidates, party records, electoral results, boundaries, and administration.",
Africa,Zambia,Political,Government Gazette Zambia,https://www.gazettes.africa,EN,Official gazette,State official,Website,,yes,5,5,4,5,5,3,1,4,"Formal laws, regulations, appointments, procurement notices, land notices, and government acts.",
Africa,Zambia,Political,Office of the Auditor General Zambia,https://www.oag.gov.zm,EN,National audit institution,State official,Website,,yes,5,5,3,5,5,4,3,4.3,"Primary audit, public spending, procurement, ministry, state-enterprise, and accountability documentation.",
Africa,Zambia,Political,Transparency International Zambia TIZ,https://tizambia.org.zm,EN,Anti-corruption watchdog,Independent,Website,,yes,5,4,3,5,5,4,4,4.3,"Independent corruption, procurement, public-integrity, elections, accountability, civic participation, and governance monitoring.",
Africa,Zambia,Societal,Afrobarometer Zambia,https://www.afrobarometer.org,EN,Public-opinion dataset,Independent,Website,,yes,5,4,2,5,5,4,4,4.1,"Comparable survey data on democracy, trust, public services, corruption, economic conditions, security, and social attitudes.",
Africa,Zambia,Social media,News Diggers X,https://x.com/diggersnews,EN,Newsroom account,Independent,Social media,X,no,5,3,5,5,3,5,3,4.1,"Rapid political, economic, mining, governance, and public-interest reporting alerts; cite full underlying stories.",
Africa,Zimbabwe,General,The Zimbabwean,https://www.thezimbabwean.co,EN,Independent exile news,Independent exile,Website,,no,4,4,4,4,3,4,4,3.9,"Independent reporting on politics, governance, elections, corruption, rights, economy, diaspora, and state affairs; disclose exile operation.",
Africa,Zimbabwe,General,NewsDay Zimbabwe,https://www.newsday.co.zw,EN,Independent daily newspaper,Independent,Website,,no,5,4,5,4,4,3,4,4.1,"Leading independent national outlet with politics, courts, elections, mining, business, rights, public policy, and social reporting.",
Africa,Zimbabwe,General,ZimLive,https://www.zimlive.com,EN,Independent digital news,Independent,Website,,no,4,4,5,4,3,5,3,4,"Rapid digital reporting on politics, state institutions, security, corruption, economy, elections, and public affairs.",
Africa,Zimbabwe,General,The NewsHawks,https://thenewshawks.com,EN,Investigative digital news,Independent,Website,,no,5,5,4,5,4,5,5,4.7,"Independent investigative outlet with deep political-economy, corruption, mining, security, electoral, public-finance, and elite-network reporting.",
Africa,Zimbabwe,General,ZimFact,https://zimfact.org,EN,Fact-checking organization,Independent,Website,,no,5,4,4,5,5,5,3,4.4,"Independent verification of political claims, election content, health misinformation, economic claims, and viral narratives.",
Africa,Zimbabwe,Security,Zimbabwe Peace Project ZPP,https://zpp.org.zw,EN,Rights and violence monitor,Independent,Website,,yes,5,5,4,5,5,4,5,4.7,"High-value monthly monitoring of political violence, intimidation, rights violations, elections, civic space, local incidents, and state-society conflict.",
Africa,Zimbabwe,Security,Zimbabwe Human Rights NGO Forum,https://www.hrforumzim.org,EN,Rights coalition,Independent,Website,,yes,5,5,3,5,5,4,5,4.6,"Leading rights coalition documenting torture, detention, civic space, legal abuse, elections, policing, judicial issues, and constitutional rights.",
Africa,Zimbabwe,Security,ACLED Zimbabwe,https://acleddata.com,EN,Conflict-event dataset,Independent external,Website,,yes,4,5,5,5,5,4,3,4.4,"Structured political-violence, protest, election, armed-event, and civilian-harm data; corroborate individual cases.",
Africa,Zimbabwe,Security,Zimbabwe National Army / Ministry of Defence,https://www.mod.gov.zw,EN,Official defense ministry,State official,Website,,no,2,4,4,3,2,3,2,2.9,"Primary military, state-security, defense-policy, procurement, regional deployment, and official force messaging; independently verify claims.",
Africa,Zimbabwe,Security,Zimbabwe Republic Police,https://www.zrp.gov.zw,EN,National police,State official,Website,,no,2,4,5,3,2,3,1,2.9,"Official crime, arrests, policing, public-order, and security statements; political and protest claims require strong corroboration.",
Africa,Zimbabwe,Economic,Reserve Bank of Zimbabwe RBZ,https://www.rbz.co.zw,EN,Central bank,State official,Website,,yes,3,4,4,3,4,3,2,3.3,"Primary official monetary, exchange, inflation, banking, reserves, and financial-sector information; transparency and policy volatility require triangulation.",
Africa,Zimbabwe,Economic,Zimbabwe National Statistics Agency ZIMSTAT,https://www.zimstat.co.zw,EN,National statistics agency,State official,Website,,yes,4,5,3,4,5,4,2,3.9,"Official census, labor, price, household, trade, production, population, poverty, and social data; compare sensitive series with independent analysis.",
Africa,Zimbabwe,Economic,Ministry of Finance Economic Development and Investment Promotion,https://www.zimtreasury.gov.zw,EN,Finance ministry,State official,Website,,yes,3,4,4,4,4,3,2,3.4,"Primary budget, debt, fiscal policy, revenue, public finance, economic program, and official macroeconomic information.",
Africa,Zimbabwe,Economic,Zimbabwe EITI? Not a member,https://resourcegovernance.org,EN,Extractives governance research,Independent external,Website,,yes,4,5,3,5,5,4,5,4.4,"Zimbabwe is not an EITI implementing country; use external governance research, mining cadastre, company filings, budget data, trade records, and local investigations for extractives monitoring.",
Africa,Zimbabwe,Economic,Mining Affairs Board Zimbabwe,https://www.mines.gov.zw,EN,Mining ministry and regulator,State official,Website,,yes,3,5,4,4,4,3,2,3.6,"Primary mining licensing, gold, lithium, chrome, diamonds, production, investment, regulation, and sector-policy source.",
Africa,Zimbabwe,Political,Procurement Regulatory Authority of Zimbabwe PRAZ,https://www.praz.org.zw,EN,Procurement authority,State official,Website,,yes,4,5,4,4,5,3,2,3.9,"Primary procurement regulations, tender notices, awards, contract material, supplier rules, and public-purchasing oversight.",
Africa,Zimbabwe,Political,Parliament of Zimbabwe,https://www.parlzim.gov.zw,EN,National legislature,State official,Website,,yes,3,4,3,4,4,3,1,3.1,"Official bills, laws, Hansard, committee work, debates, votes, members, and parliamentary material.",
Africa,Zimbabwe,Political,Zimbabwe Electoral Commission ZEC,https://www.zec.org.zw,EN,Electoral authority,State official,Website,,yes,3,5,5,3,4,3,1,3.4,"Primary voter, candidate, party, result, electoral boundary, and administration material; assess with independent observation.",
Africa,Zimbabwe,Political,Gazette of Zimbabwe,https://www.gazettes.africa,EN,Official gazette,State official,Website,,yes,5,5,4,5,5,3,1,4,"Formal source of laws, regulations, appointments, land and procurement notices, and official government acts.",
Africa,Zimbabwe,Political,Auditor-General Zimbabwe,https://www.auditorgeneral.gov.zw,EN,National audit institution,State official,Website,,yes,4,5,3,5,5,3,3,4,"Primary public audit, ministry and state-entity spending, procurement, financial control, and accountability reports.",
Africa,Zimbabwe,Political,Transparency International Zimbabwe TIZ,https://tizim.org,EN,Anti-corruption watchdog,Independent,Website,,yes,5,4,3,5,5,4,4,4.3,"Independent monitoring of corruption, procurement, public finance, elections, service delivery, civic participation, and integrity.",
Africa,Zimbabwe,Societal,Afrobarometer Zimbabwe,https://www.afrobarometer.org,EN,Public-opinion dataset,Independent,Website,,yes,5,4,2,5,5,4,4,4.1,"Comparable public-attitude data on democracy, institutions, corruption, trust, economic conditions, services, security, and social views.",
Africa,Zimbabwe,Social media,Zimbabwe Peace Project X,https://x.com/ZimPeaceProject,EN,Rights-monitor account,Independent,Social media,X,no,5,3,5,5,3,5,3,4.1,"Rapid violence, intimidation, election, civic-space, and rights alerts; use linked reports and incident documentation for analysis.",
Europe,Denmark,General,Politiken,https://politiken.dk,DA,Daily newspaper,Independent,Website,,no,5,4,4,4,4,3,4,4,"Leading quality daily with politics, economy, security, climate, public policy, investigations, and social reporting; substantial paywall friction.",
Europe,Denmark,General,Information,https://www.information.dk,DA,Independent analytical daily,Independent,Website,,no,4,4,4,5,4,3,5,4.1,"Independent, reader-supported daily with strong long-form analysis on policy, security, technology, climate, culture, and governance.",
Europe,Denmark,General,Zetland,https://www.zetland.dk,DA,Member-funded explanatory news,Independent,Website,,no,5,4,4,5,4,3,5,4.3,"Member-funded explanatory journalism, audio reporting, analysis, and high-quality context on Danish politics and society.",
Europe,Denmark,General,DR Nyheder,https://www.dr.dk/nyheder,DA,Public broadcaster,Public broadcaster,Website,,no,5,4,5,5,4,5,3,4.4,"National public-service broadcaster with broad domestic and international reporting, rapid updates, data journalism, and regional coverage.",
Europe,Denmark,General,TV 2 Danmark,https://nyheder.tv2.dk,DA,Broadcaster news,Independent,Website,,no,4,4,5,4,3,5,3,4,"Major commercial broadcaster providing rapid news, investigations, regional coverage, politics, and public-affairs reporting.",
Europe,Denmark,General,TjekDet,https://www.tjekdet.dk,DA,Fact-checking organization,Independent,Website,,no,5,4,4,5,5,5,4,4.6,"Independent fact-checking organization verifying political claims, online misinformation, manipulated content, health claims, and election narratives.",
Europe,Denmark,Security,Forsvarsministeriet,https://www.fmn.dk,DA,Official defense ministry,State official,Website,,no,4,4,4,5,5,4,2,4,"Primary defense policy, armed-forces, procurement, NATO, Ukraine, security strategy, and official military-information source.",
Europe,Denmark,Security,Forsvarets Efterretningstjeneste FE,https://www.fe-ddis.dk,DA,Defense intelligence service,State official,Website,,yes,4,5,3,5,5,4,5,4.4,"Annual threat assessments and official analysis on espionage, cyber threats, military security, terrorism, Russia, China, and strategic risks.",
